FaceID,strip,strip_num,x,y,z
136,1,46,0.389740082,-0.140202101,-0.910190112
140,1,47,0.284859505,-0.068142075,-0.956144194
142,1,48,0.175446752,-0.127468818,-0.976201894
144,1,49,0.080705643,-0.058636093,-0.995011763
143,1,50,0.182568073,0.000000000,-0.983193215
141,1,51,0.284859505,0.068142075,-0.956144194
137,1,52,0.393655860,-0.000000000,-0.919257888
133,1,53,0.501272910,0.072235747,-0.862268790
132,1,54,0.501272910,-0.072235747,-0.862268790
126,1,55,0.600693484,-0.144469258,-0.786317984
119,1,56,0.685960407,-0.212371719,-0.695957307
112,1,57,0.775677311,-0.140199917,-0.615360620
104,1,58,0.848599000,-0.069409996,-0.524463525
346,1,59,0.906252217,-0.000000000,-0.422737412
347,1,60,0.948471862,0.072235852,-0.308517600
351,1,61,0.897288577,0.140200086,-0.418589471
105,1,62,0.848598508,0.069407909,-0.524464598
113,1,63,0.783395712,0.000000000,-0.621523256
120,1,64,0.700116683,-0.072233553,-0.710365360
127,1,65,0.607062299,0.000000000,-0.794654242
128,1,66,0.600693484,0.144469258,-0.786317984
122,1,67,0.685961587,0.212371394,-0.695956243
121,1,68,0.700115546,0.072233666,-0.710366469
114,1,69,0.775677311,0.140199917,-0.615360620
106,1,70,0.832697665,0.204368417,-0.514633995
355,1,71,0.871892533,0.272564340,-0.406831774
352,1,72,0.929253369,0.212371915,-0.302301746
353,1,73,0.942842246,0.280399827,-0.180067864
349,1,74,0.975256337,0.212371481,-0.061428256
348,1,75,0.971942477,0.144469257,-0.185624498
342,1,76,0.982247017,-0.000000000,-0.187592102
343,1,77,0.995412990,0.072233564,-0.062731906
336,1,78,0.995412990,-0.072233564,-0.062731906
328,1,79,0.975256228,-0.212371943,-0.061428390
320,1,80,0.960038824,-0.273567911,0.059042825
329,1,81,0.988396167,-0.140199793,0.058455406
337,1,82,0.998257426,0.000000000,0.059009413
344,1,83,0.988396116,0.140200102,0.058455535
350,1,84,0.960038824,0.273567911,0.059042825
345,1,85,0.964185325,0.200309763,0.173846650
502,1,86,0.923550690,0.249860498,0.290901797
495,1,87,0.904624671,0.173633897,0.389237042
339,1,88,0.951603617,0.127468974,0.279646592
338,1,89,0.982594412,0.068142087,0.172814574
330,1,90,0.982594412,-0.068142087,0.172814574
321,1,91,0.964185168,-0.200310194,0.173847024
548,1,92,0.927590004,-0.327341302,0.180067923
543,1,93,0.923550690,-0.249860498,0.290901797
322,1,94,0.951603617,-0.127468974,0.279646592
331,1,95,0.961041752,-0.000000000,0.276403241
332,1,96,0.926058532,0.058636053,0.372796740
323,1,97,0.926058215,-0.058636174,0.372797509
537,1,98,0.904624616,-0.173632086,0.389237977
530,1,99,0.876179484,-0.094875364,0.472554947
683,1,100,0.845352437,-0.000000000,0.534209002
487,1,101,0.876180001,0.094875178,0.472554025
488,1,102,0.843172288,0.206249047,0.496509640
681,1,103,0.770049796,0.222563529,0.597903661
682,1,104,0.813341081,0.107309246,0.571805047
689,1,105,0.734225864,0.112308077,0.669551549
695,1,106,0.636236137,0.115660450,0.762775353
700,1,107,0.522129472,0.116844013,0.844824414
704,1,108,0.397714145,0.115660277,0.910190178
708,1,109,0.340787505,-0.000000000,0.940140349
705,1,110,0.465419530,0.000002229,0.885090200
701,1,111,0.583505370,-0.000000000,0.812109281
696,1,112,0.688481214,-0.000002229,0.725254175
690,1,113,0.776157342,0.000000000,0.630539277
712,1,114,0.813341081,-0.107309246,0.571805047
529,1,115,0.843172288,-0.206249047,0.496509640
536,1,116,0.865586379,-0.291973600,0.406831214
542,1,117,0.876610870,-0.374389004,0.302301597
547,1,118,0.871234808,-0.454415546,0.185624409
541,1,119,0.809789142,-0.499058044,0.308516799
535,1,120,0.808329714,-0.413988065,0.418589245
528,1,121,0.793791483,-0.324109867,0.514633730
713,1,122,0.770050703,-0.222563147,0.597902634
720,1,123,0.734225864,-0.112308077,0.669551549
727,1,124,0.636236137,-0.115660450,0.762775353
733,1,125,0.522129472,-0.116844013,0.844824414
738,1,126,0.397714145,-0.115660277,0.910190178
742,1,127,0.270509007,-0.112307951,0.956144236
710,1,128,0.216863224,-0.000000000,0.976201999
711,1,129,0.099757310,0.000000000,0.995011798
745,1,130,0.147701301,-0.107311581,0.983193038
743,1,131,0.190403375,-0.222563322,0.956144405
739,1,132,0.318474059,-0.231384620,0.919258088
735,1,133,0.363076896,-0.353080189,0.862269997
734,1,134,0.447996388,-0.236199168,0.862269789
728,1,135,0.570888317,-0.236201044,0.786317745
721,1,136,0.679782663,-0.231384589,0.695957401
714,1,137,0.709943643,-0.342506951,0.615360880
527,1,138,0.727328760,-0.442640348,0.524463914
534,1,139,0.733174159,-0.532680878,0.422737193
540,1,140,0.724871014,-0.615937551,0.308517334
533,1,141,0.643514417,-0.640837082,0.418589333
526,1,142,0.645732396,-0.554948116,0.524463785
715,1,143,0.633781855,-0.460468125,0.621522056
722,1,144,0.608866100,-0.353077448,0.710364968
729,1,145,0.491123115,-0.356823014,0.794654279
730,1,146,0.401054206,-0.469956269,0.786318402
724,1,147,0.430125391,-0.575009124,0.695957366
723,1,148,0.523946832,-0.469958431,0.710365252
716,1,149,0.545128299,-0.569355827,0.615360934
525,1,150,0.553541660,-0.654785311,0.514633682
532,1,151,0.545164462,-0.732996277,0.406831866
539,1,152,0.626951994,-0.718014446,0.302301924
544,1,153,0.597961284,-0.781036407,0.180067861
549,1,154,0.664170443,-0.745053136,0.061428398
545,1,155,0.701401324,-0.688171250,0.185624656
546,1,156,0.794654431,-0.577350656,0.187591461
550,1,157,0.762846966,-0.643528716,0.062731947
551,1,158,0.847765012,-0.526649030,0.062731832
552,1,159,0.913828142,-0.401428296,0.061428410
274,2,0,0.615887992,0.785618183,-0.059042791
519,2,1,0.717222429,0.694388178,-0.058455505
518,2,2,0.807607164,0.586761074,-0.059009412
517,2,3,0.882037019,0.467539988,-0.058455595
354,2,4,0.937486929,0.342975520,-0.059042781
357,2,5,0.897781916,0.404678707,-0.173846990
356,2,6,0.894032222,0.340708723,-0.290901963
358,2,7,0.833914946,0.391254096,-0.389237839
359,2,8,0.844787909,0.456214034,-0.279646461
520,2,9,0.834988504,0.522426379,-0.172814572
521,2,10,0.754883159,0.632682001,-0.172814648
273,2,11,0.662302784,0.728788244,-0.173846820
282,2,12,0.558029231,0.810048689,-0.180068037
281,2,13,0.600304129,0.744990633,-0.290901890
272,2,14,0.694938883,0.662463396,-0.279646561
522,2,15,0.777499434,0.564885815,-0.276403052
360,2,16,0.783662693,0.496885124,-0.372797476
271,2,17,0.714732049,0.591760283,-0.372797352
280,2,18,0.629798756,0.672195869,-0.389238026
56,2,19,0.653078299,0.591760545,-0.472554963
64,2,20,0.683905103,0.496885011,-0.534208850
108,2,21,0.764610898,0.438248894,-0.472554845
107,2,22,0.803371022,0.328744953,-0.496509573
115,2,23,0.753802782,0.272566431,-0.597903760
116,2,24,0.721082480,0.391251838,-0.571805960
123,2,25,0.660014536,0.340708309,-0.669551088
129,2,26,0.582707769,0.280400429,-0.762776019
134,2,27,0.491092448,0.212371834,-0.844823302
138,2,28,0.389740082,0.140202101,-0.910190112
94,2,29,0.275703691,0.200310182,-0.940140046
90,2,30,0.376532148,0.273565971,-0.885090504
85,2,31,0.472066391,0.342975915,-0.812108887
79,2,32,0.556992586,0.404678887,-0.725254616
72,2,33,0.627924087,0.456213701,-0.630539769
65,2,34,0.594929611,0.564886262,-0.571806146
57,2,35,0.560910462,0.662463164,-0.496509829
288,2,36,0.528656118,0.744990479,-0.406831533
289,2,37,0.489132926,0.818145855,-0.302301739
290,2,38,0.437744919,0.879728899,-0.185624486
296,2,39,0.361792075,0.879729278,-0.308517247
295,2,40,0.410616990,0.810047597,-0.418588794
58,2,41,0.451682785,0.728790073,-0.514633551
66,2,42,0.492163363,0.632682131,-0.597903458
73,2,43,0.527987499,0.522426920,-0.669551577
80,2,44,0.446743091,0.467539829,-0.762775930
86,2,45,0.353733136,0.401430247,-0.844823428
91,2,46,0.253775926,0.327339044,-0.910190601
95,2,47,0.152834358,0.249860195,-0.956144101
97,2,48,0.175446752,0.127468818,-0.976201894
99,2,49,0.080705643,0.058636093,-0.995011763
98,2,50,0.056417273,0.173634111,-0.983192904
96,2,51,0.023220686,0.291973554,-0.956144468
92,2,52,0.121646069,0.374388890,-0.919257958
88,2,53,0.086201685,0.499060859,-0.862268826
87,2,54,0.223600110,0.454416219,-0.862269616
81,2,55,0.323022474,0.526651128,-0.786317411
74,2,56,0.413950693,0.586760666,-0.695957431
67,2,57,0.373036600,0.694387957,-0.615360919
59,2,58,0.328244038,0.785616390,-0.524464240
301,2,59,0.280049379,0.861896536,-0.422737160
302,2,60,0.224393896,0.924372447,-0.308517357
306,2,61,0.143938659,0.896696294,-0.418589797
60,2,62,0.196220103,0.828513856,-0.524463976
68,2,63,0.242081957,0.745053634,-0.621523458
75,2,64,0.285045491,0.643528750,-0.710365973
82,2,65,0.187592035,0.577350192,-0.794654632
83,2,66,0.048226348,0.615935672,-0.786318935
77,2,67,0.009994657,0.718014565,-0.695956314
76,2,68,0.147649294,0.688171520,-0.710365853
69,2,69,0.106359916,0.781036815,-0.615360920
61,2,70,0.062950832,0.855095875,-0.514634081
310,2,71,0.010205168,0.913446153,-0.406831637
307,2,72,0.085178853,0.949398864,-0.302301768
308,2,73,0.024680029,0.983344561,-0.180067686
304,2,74,0.099391519,0.993150488,-0.061428288
303,2,75,0.162948696,0.969015582,-0.185624686
297,2,76,0.303531011,0.934172479,-0.187591857
298,2,77,0.238901196,0.969015451,-0.062731772
291,2,78,0.376297836,0.924372568,-0.062731915
283,2,79,0.503348287,0.861897355,-0.061428418
275,2,80,0.556847361,0.828513709,0.059042783
284,2,81,0.438770050,0.896696051,0.058455413
292,2,82,0.308477595,0.949399525,0.059009460
299,2,83,0.172094053,0.983344592,0.058455533
305,2,84,0.036489441,0.997588320,0.059042902
300,2,85,0.107443884,0.978893793,0.173846923
466,2,86,0.047760839,0.955559989,0.290902063
459,2,87,0.114409615,0.914004788,0.389237316
294,2,88,0.172831389,0.944418868,0.279646766
293,2,89,0.238833027,0.955559434,0.172814794
285,2,90,0.368446559,0.913445257,0.172814630
276,2,91,0.488456847,0.855094780,0.173847134
512,2,92,0.597961284,0.781036407,0.180067861
507,2,93,0.523024211,0.801137818,0.290901823
277,2,94,0.415291738,0.865638951,0.279646168
286,2,95,0.296977692,0.914005276,0.276402977
287,2,96,0.230401688,0.898853449,0.372796915
278,2,97,0.341934943,0.862613719,0.372797620
501,2,98,0.444677191,0.806694517,0.389237913
494,2,99,0.360986722,0.803977715,0.472555204
639,2,100,0.261229167,0.803977533,0.534209180
451,2,101,0.180520936,0.862614878,0.472554509
452,2,102,0.064400574,0.865639073,0.496509376
637,2,103,0.026287362,0.801137154,0.597903199
638,2,104,0.149278607,0.806693537,0.571805417
646,2,105,0.120075063,0.732995669,0.669551587
653,2,106,0.086608805,0.640837386,0.762775432
659,2,107,0.050223143,0.532681457,0.844824302
664,2,108,0.012900679,0.413989864,0.910190071
669,2,109,0.105308915,0.324108179,0.940140373
665,2,110,0.143822217,0.442640835,0.885089973
660,2,111,0.180313877,0.554946701,0.812109023
654,2,112,0.212752530,0.654785347,0.725253411
647,2,113,0.239845313,0.738168790,0.630540295
676,2,114,0.353394553,0.740372527,0.571804872
493,2,115,0.456708392,0.738170521,0.496509542
500,2,116,0.545164462,0.732996277,0.406831866
506,2,117,0.626951994,0.718014446,0.302301924
511,2,118,0.701401324,0.688171250,0.185624656
505,2,119,0.724871014,0.615937551,0.308517334
499,2,120,0.643514417,0.640837082,0.418589333
492,2,121,0.553541660,0.654785311,0.514633682
677,2,122,0.449630666,0.663584498,0.597902900
684,2,123,0.333699313,0.663585340,0.669551540
691,2,124,0.306607183,0.569356017,0.762775040
697,2,125,0.272471653,0.460468933,0.844823982
702,2,126,0.232898992,0.342506911,0.910190681
706,2,127,0.190403375,0.222563322,0.956144405
672,2,128,0.067014049,0.206249004,0.976202062
674,2,129,0.030826990,0.094875234,0.995011752
709,2,130,0.147701301,0.107311581,0.983193038
707,2,131,0.270509007,0.112307951,0.956144236
703,2,132,0.318474059,0.231384620,0.919258088
699,2,133,0.447996388,0.236199168,0.862269789
698,2,134,0.363076896,0.353080189,0.862269997
692,2,135,0.401054206,0.469956269,0.786318402
685,2,136,0.430125391,0.575009124,0.695957366
678,2,137,0.545128299,0.569355827,0.615360934
491,2,138,0.645732396,0.554948116,0.524463785
498,2,139,0.733174159,0.532680878,0.422737193
504,2,140,0.809789142,0.499058044,0.308516799
497,2,141,0.808329714,0.413988065,0.418589245
490,2,142,0.727328760,0.442640348,0.524463914
679,2,143,0.633781855,0.460468125,0.621522056
686,2,144,0.523946832,0.469958431,0.710365252
693,2,145,0.491123115,0.356823014,0.794654279
694,2,146,0.570888317,0.236201044,0.786317745
688,2,147,0.679782663,0.231384589,0.695957401
687,2,148,0.608866100,0.353077448,0.710364968
680,2,149,0.709943643,0.342506951,0.615360880
489,2,150,0.793791483,0.324109867,0.514633730
496,2,151,0.865586379,0.291973600,0.406831214
503,2,152,0.876610870,0.374389004,0.302301597
508,2,153,0.927590004,0.327341302,0.180067923
513,2,154,0.913828142,0.401428296,0.061428410
509,2,155,0.871234808,0.454415546,0.185624409
510,2,156,0.794654431,0.577350656,0.187591461
514,2,157,0.847765012,0.526649030,0.062731832
515,2,158,0.762846966,0.643528716,0.062731947
516,2,159,0.664170443,0.745053136,0.061428398
229,3,0,-0.556847361,0.828513709,-0.059042783
483,3,1,-0.438769127,0.896696491,-0.058455587
482,3,2,-0.308479612,0.949398872,-0.059009420
481,3,3,-0.172094053,0.983344592,-0.058455533
309,3,4,-0.036489360,0.997588331,-0.059042771
312,3,5,-0.107443884,0.978893793,-0.173846923
311,3,6,-0.047760839,0.955559989,-0.290902063
313,3,7,-0.114409848,0.914004421,-0.389238108
314,3,8,-0.172831389,0.944418868,-0.279646766
484,3,9,-0.238830417,0.955560137,-0.172814518
485,3,10,-0.368446559,0.913445257,-0.172814630
228,3,11,-0.488456847,0.855094780,-0.173847134
237,3,12,-0.597961284,0.781036407,-0.180067861
236,3,13,-0.523024211,0.801137818,-0.290901823
227,3,14,-0.415292539,0.865638392,-0.279646708
486,3,15,-0.296978297,0.914004909,-0.276403540
315,3,16,-0.230402149,0.898853021,-0.372797662
226,3,17,-0.341934943,0.862613719,-0.372797620
235,3,18,-0.444677191,0.806694517,-0.389237913
1,3,19,-0.360986722,0.803977715,-0.472555204
10,3,20,-0.261229167,0.803977533,-0.534209180
63,3,21,-0.180523437,0.862613961,-0.472555226
62,3,22,-0.064400574,0.865639073,-0.496509376
70,3,23,-0.026287362,0.801137154,-0.597903199
71,3,24,-0.149276429,0.806693805,-0.571805608
78,3,25,-0.120077260,0.732995473,-0.669551408
84,3,26,-0.086611017,0.640837262,-0.762775285
89,3,27,-0.050223084,0.532683054,-0.844823298
93,3,28,-0.012902908,0.413989852,-0.910190044
45,3,29,-0.105308839,0.324110173,-0.940139694
40,3,30,-0.143822217,0.442640835,-0.885089973
34,3,31,-0.180313654,0.554948244,-0.812108018
27,3,32,-0.212752841,0.654784074,-0.725254469
19,3,33,-0.239845313,0.738168790,-0.630540295
11,3,34,-0.353395136,0.740371520,-0.571805815
2,3,35,-0.456708392,0.738170521,-0.496509542
243,3,36,-0.545163572,0.732997308,-0.406831202
244,3,37,-0.626953347,0.718013442,-0.302301501
245,3,38,-0.701401324,0.688171250,-0.185624656
251,3,39,-0.724871014,0.615937551,-0.308517334
250,3,40,-0.643514417,0.640837082,-0.418589333
3,3,41,-0.553541660,0.654785311,-0.514633682
12,3,42,-0.449628887,0.663585163,-0.597903499
20,3,43,-0.333699313,0.663585340,-0.669551540
28,3,44,-0.306605164,0.569356406,-0.762775561
35,3,45,-0.272471653,0.460468933,-0.844823982
41,3,46,-0.232898815,0.342508878,-0.910189986
46,3,47,-0.190403375,0.222563322,-0.956144405
49,3,48,-0.067014049,0.206249004,-0.976202062
52,3,49,-0.030826990,0.094875234,-0.995011752
50,3,50,-0.147701301,0.107311581,-0.983193038
47,3,51,-0.270509007,0.112307951,-0.956144236
42,3,52,-0.318474059,0.231384620,-0.919258088
37,3,53,-0.447996152,0.236201273,-0.862269335
36,3,54,-0.363078831,0.353079903,-0.862269299
29,3,55,-0.401054206,0.469956269,-0.786318402
21,3,56,-0.430123574,0.575009675,-0.695958033
13,3,57,-0.545128299,0.569355827,-0.615360934
4,3,58,-0.645732396,0.554948116,-0.524463785
256,3,59,-0.733172258,0.532683346,-0.422737382
257,3,60,-0.809788374,0.499058945,-0.308517356
261,3,61,-0.808329714,0.413988065,-0.418589245
5,3,62,-0.727327710,0.442641066,-0.524464765
14,3,63,-0.633780521,0.460468776,-0.621522935
22,3,64,-0.523948999,0.469956144,-0.710365166
30,3,65,-0.491125198,0.356820677,-0.794654041
31,3,66,-0.570886814,0.236201345,-0.786318746
24,3,67,-0.679783862,0.231384238,-0.695956346
23,3,68,-0.608864697,0.353077927,-0.710365932
15,3,69,-0.709943643,0.342506951,-0.615360880
